Name	Family	Origin	Length
ISAs26	IS200/IS605	Aeromonas salmonicida	1798
ISAs27	IS21	Aeromonas salmonicida	2628
ISAs28	IS21	Aeromonas salmonicida	2626
ISAs29	IS21	Aeromonas salmonicida	2613
ISAs3	IS256	Aeromonas salmonicida	1326
ISAsp11	IS200/IS605	Anabaena sp.	1512
ISAsp12	IS200/IS605	Anabaena sp.	1519
ISAsp13	IS200/IS605	Anabaena sp.	1602
ISAsp14	IS200/IS605	Anabaena sp.	1794
ISAsp15	IS200/IS605	Anabaena sp.	1663
ISAsp18	IS200/IS605	Anabaena sp.	1430
ISAsp19	IS200/IS605	Anabaena sp.	1652
ISAsp20	IS200/IS605	Anabaena sp.	681
ISAsp6	IS200/IS605	Anabaena sp.	1964
ISAsp8	IS200/IS605	Anabaena sp.	1353
ISAsp9	IS200/IS605	Anabaena sp.	1591
ISAzba8	IS256	Azospirillum brasilense	1321
ISAzo12	IS21	Azoarcus sp.	3075
ISAZo16	IS21	Azoarcus sp.	2485
ISAzo17	IS21	Azoarcus sp.	2095
ISAzo20	IS200/IS605	Azoarcus sp.	624
ISAzo34	IS256	Azoarcus sp.	1439
ISAzo4	IS21	Azoarcus sp.	1757
ISAzs19	IS256	Azospirillum sp.	1322
ISAzs2	IS21	Azospirillum sp.	2609
ISAzs30	IS21	Azospirillum sp.	2365
ISBad1	IS21	Bifidobacterium adolescentis	2525
ISBame1	IS256	Bacillus megaterium	1341
ISBast1	IS256	Bifidobacterium asteroides	1357
ISBce16	IS21	Bacillus cereus	2160
ISBce3	IS200/IS605	Bacillus cereus	1813
ISBcen13	IS21	Burkholderia cenocepacia	1957
ISBcen18	IS256	Burkholderia cenocepacia	1372
ISBcen28	IS21	Burkholderia cenocepacia	2311
ISBdi1	IS256	Bradyrhizobium diazoefficiens	1301
ISBdi7	IS21	Bradyrhizobium diazoefficiens	2479
ISBf1	IS21	Bacteroides fragilis	2787
ISBf2	IS21	Bacteroides fragilis	2544
ISBibr1	IS256	Bifidobacterium breve	1622
ISBith1	IS256	Bifidobacterium thermophilum	1350
ISBj11	IS21	Bradyrhizobium japonicum	2649
ISBli19	IS256	Brevibacterium linens	1430
ISBli2	IS256	Brevibacterium linens	1467
ISBli21	IS21	Brevibacterium linens	2584
ISBli22	IS256	Brevibacterium linens	1308
ISBli7	IS21	Brevibacterium linens	2569
ISBlo1	IS21	Bifidobacterium longum	2590
ISBlo15	IS200/IS605	Bifidobacterium longum	1593
ISBlo16	IS256	Bifidobacterium longum	1323
ISBlo17	IS256	Bifidobacterium longum	1352
ISBlo2	IS21	Bifidobacterium longum	2455
ISBlo5	IS256	Bifidobacterium longum	1366
ISBlo8	IS256	Bifidobacterium longum	1408
ISBmu1	IS21	Burkholderia multivorans	2581
ISBmu3	IS21	Burkholderia multivorans	2697
ISBmu7	IS21	Burkholderia multivorans	2887
ISBsa1	IS256	Blastococcus saxobsidens	1465
ISBsph1	IS200/IS605	Bacillus sphaericus	736
ISBsph2	IS200/IS605	Bacillus sphaericus	738
ISBsu2	IS256	Bacillus subtilis	1369
ISBth14	IS200/IS605	Bacillus thuringiensis	1664
ISBth15	IS200/IS605	Bacillus thuringiensis	1490
ISBth16	IS200/IS605	Bacillus thuringiensis	1821
ISBth17	IS200/IS605	Bacillus thuringiensis	1395
ISButh3	IS256	Burkholderia thailandensis	1348
ISC1250	IS256	Sulfolobus solfataricus	1261
ISC1257	IS256	Sulfolobus solfataricus	1257
ISC1316	IS200/IS605	Sulfolobus solfataricus	1317
ISC1332	IS256	Sulfolobus solfataricus	1332
ISCaa10	IS200/IS605	Candidatus Amoebophilus	523
ISCARN10	IS200/IS605	Metagenomic data	660
ISCARN12	IS200/IS605	Metagenomic data	1515
ISCARN16	IS21	Metagenomic data	2594
ISCARN17	IS21	Metagenomic data	2539
ISCARN24	IS21	Metagenomic data	2778
ISCARN27	IS256	Metagenomic data	1356
ISCARN3	IS21	Metagenomic data	2070
ISCARN4	IS21	Metagenomic data	2599
ISCARN40	IS256	Metagenomic data	1264
ISCARN45	IS256	Metagenomic data	1430
ISCARN47	IS256	Metagenomic data	1368
ISCARN49	IS21	Metagenomic data	2630
ISCARN55	IS256	Metagenomic data	1364
ISCARN58	IS21	Metagenomic data	2436
ISCARN59	IS256	Metagenomic data	1360
ISCARN6	IS200/IS605	Metagenomic data	1856
ISCARN61	IS256	Metagenomic data	1368
ISCARN65	IS21	Metagenomic data	2433
ISCARN68	IS256	Metagenomic data	1419
ISCARN78	IS21	Metagenomic data	2644
ISCARN89	IS21	Metagenomic data	2461
ISCARN95	IS21	Metagenomic data	2610
ISCARN99	IS21	Metagenomic data	2192
ISCau1	IS256	Corynebacterium aurimucosum	1449
ISCbe3	IS21	Caldicellulosiruptor bescii	2148
ISCbe6	IS256	Caldicellulosiruptor bescii	1552
ISCbo2	IS21	Clostridium botulinum	2198
ISCbo4	IS256	Clostridium botulinum	1517
ISCbo8	IS200/IS605	Clostridium	1404
ISCbt1	IS200/IS605	Clostridium botulinum	2209
ISCbt2	IS200/IS605	Clostridium botulinum	2223
ISCce2	IS256	Clostridium cellulolyticum	1359
ISCcl1	IS256	Clostridium clariflavum	1581
ISCco1	IS200/IS605	Campylobacter coli	1871
ISCfr8	IS21	Citrobacter freundii	2397
ISCge1	IS256	Corynebacterium genitalium	1386
ISChy4	IS21	Carboxydothermus hydrogenoformans	2172
ISChy9	IS200/IS605	Carboxydothermus hydrogenoformans	2059
ISClte2	IS200/IS605	Clostridium tetani	1690
ISCni1	IS256	Calditerrivibrio nitroreducens	1253
ISCoam1	IS256	Corynebacterium ammoniagenes	1379
ISCob1	IS256	Caldicellulosiruptor obsidiansis	1556
ISCod2	IS256	Corynebacterium diphtheriae	1407
ISCp1	IS256	Clostridium perfringens	1412
ISCpe2	IS200/IS605	Clostridium perfringens	1832
ISCpe3	IS256	Clostridium perfringens	1503
ISCpe4	IS200/IS605	Clostridium perfringens	1655
ISCre1	IS256	Corynebacterium resistens	1385
ISCre2	IS256	Corynebacterium resistens	1411
ISCsa2	IS256	Caldicellulosiruptor saccharolyticus	1309
ISCsa5	IS200/IS605	Caldicellulosiruptor saccharolyticus	1775
ISCsa9	IS21	Caldicellulosiruptor saccharolyticus	2475
ISCsp1	IS256	Comamonas sp	1393
ISCsp3	IS21	Comamonas sp.	2495
ISCsp4	IS21	Comamonas sp	2501
ISCte8	IS21	Comamonas testosteroni	2496
ISCth10	IS200/IS605	Clostridium thermocellum	732
ISCth12	IS21	Clostridium thermocellum	2497
ISCth15	IS21	Clostridium thermocellum	2828
ISCth4	IS256	Clostridium thermocellum	1513
ISCth5	IS256	Clostridium thermocellum	1395
ISCth9	IS21	Clostridium thermocellum	2419
ISCur2	IS256	Corynebacterium urealyticum	1384
ISCur3	IS256	Corynebacterium urealyticum	1406
ISCysp13	IS200/IS605	Cyanothece sp.	1836
ISCysp14	IS200/IS605	Cyanothece sp.	1822
ISCysp27	IS256	Cyanothece sp.	1399
ISDet4	IS256	Dehalococcoides ethenogenes	1456
ISDev1	IS21	Devosia sp.	2491
ISDge10	IS200/IS605	Deinococcus geothermalis	1757
ISDge18	IS200/IS605	Deinococcus geothermalis	1388
ISDge19	IS200/IS605	Deinococcus geothermalis	1471
ISDgi1	IS256	Desulfotomaculum gibsoniae	1488
ISDha1	IS256	Desulfitobacterium hafniense	1570
ISDha13	IS200/IS605	Desulfitobacterium hafniense	745
ISDin1	IS256	Dialister invisus	1349
ISDka2	IS200/IS605	Desulfurococcus kamchatkensis	1889
ISDku1	IS256	Desulfotomaculum kuznetsovii	1486
ISDra2	IS200/IS605	Deinococcus radiodurans	1737
ISDra9	IS200/IS605	Deinococcus radiodurans	580
ISEae1	IS256	Enterobacter aerogenes	1341
ISEc10	IS21	Escherichia coli	2410
ISEc12	IS21	Escherichia coli	2581
ISEc39	IS256	Escherichia coli	1315
ISEc41	IS200/IS605	Escherichia coli	1841
ISEc42	IS200/IS605	Escherichia coli	1291
ISEc44	IS200/IS605	Escherichia coli	1879
ISEc46	IS200/IS605	Escherichia coli	1763
ISEc57	IS21	Escherichia coli	1960
ISEc58	IS256	Escherichia coli	1342
ISEc62	IS21	Escherichia coli	2125
ISEch5	IS200/IS605	Dickeya dadantii	711
ISEf1	IS256	Enterococcus faecalis	1338
ISEfa13	IS256	Enterococcus faecium	1315
ISEfa15	IS21	Enterococcus faecium	2500
ISEfa4	IS200/IS605	Enterococcus faecium	1896
ISEfm2	IS256	Enterococcus faecium	1325
ISEha1	IS200/IS605	Ethanoligenens harbinense	598
ISEic2	IS256	Edwardsiella ictaluri	1315
ISEle1	IS256	Eggerthella lenta	1334
ISEnfa200	IS200/IS605	Enterococcus faecium	787
ISEnfa4	IS256	Enterococcus faecealis	1324
ISFac11	IS200/IS605	Ferroplasma acidarmanus	1514
ISFac4	IS200/IS605	Ferroplasma acidarmanus	1482
ISFac7	IS256	Ferroplasma acidarmanus	1254
ISFac8	IS256	Ferroplasma acidarmanus	1291
ISFK1	IS21	Bradyrhizobium japonicum	2592
ISFlsp1	IS21	Flavobacterium sp	2625
ISFsp3	IS21	Frankia sp.	2209
ISFsp4	IS200/IS605	Frankia sp.	1784
ISGau7	IS21	Gemmatimonas aurantiaca	2510
ISGdi17	IS21	Gluconacetobacter diazotrophicus	2482
ISGdi8	IS256	Gluconacetobacter diazotrophicus	1356
ISGme4	IS21	Geobacter metallireducens	1976
ISGpo1	IS256	Gordonia polyisoprenivorans	1432
ISGsi1	IS256	Gordonia sihwensis	1310
ISGsu6	IS21	Geobacter sulfurreducens	1975
ISGte1	IS256	Gordonia terrae	1503
ISGur15	IS21	Geobacter uraniumreducens	2390
ISGur8	IS21	Geobacter uraniumreducens	2775
ISGur9	IS21	Geobacter uraniumreducens	2553
ISGva1	IS256	Gardnerella vaginalis	1373
ISGva2	IS256	Gardnerella vaginalis	1395
ISH1-8	IS200/IS605	Halobacterium salinarum	1887
ISH12	IS200/IS605	Halobacterium sp.	1895
ISH22	IS200/IS605	Halobacterium sp.	1691
ISH34	IS200/IS605	Halobacterium salinarum	1853
ISH35	IS200/IS605	Halobacterium salinarum	1836
ISH36	IS200/IS605	Halobacterium salinarum	1978
ISH39	IS200/IS605	Halobacterium salinarum	1477
ISHaar1	IS200/IS605	Halorubrum arcis	1590
ISHaca1	IS200/IS605	Haloarcula californiae	1964
ISHade1	IS200/IS605	Haloferax denitrificans	1528
ISHaha7	IS200/IS605	Halobacillus halophilus	1367
ISHaha8	IS200/IS605	Halobacillus halophilus	1367
ISHaha9	IS200/IS605	Halobacillus halophilus	1417
ISHahl1	IS200/IS605	Halorhodospira halochloris	1813
ISHahy12	IS21	Halanaerobium hydrogeniformans	2517
ISHahy7	IS256	Halanaerobium hydrogeniformans	1327
ISHal1	IS200/IS605	Haloferax alexandrinus	1846
ISHal2	IS200/IS605	Haloferax alexandrinus	1447
ISHala3	IS200/IS605	Halobiforma lacisalsi	1468
ISHalh1	IS200/IS605	Halorubrum halophilum	1470
ISHall1	IS200/IS605	Halostagnicola larsenii	1866
ISHalo1	IS200/IS605	Haloferax larsenii	1671
ISHalp1	IS200/IS605	Halosarcina pallida	1448
ISHals1	IS200/IS605	Haloferax sp.	1520
ISHalsp1	IS200/IS605	Halorubrum sp.	1584
ISHam2	IS200/IS605	Haloarcula amylolytica	1580
ISHam3	IS200/IS605	Haloarcula amylolytica	1551
ISHamu1	IS200/IS605	Haloferax mucosum	1475
ISHarch1	IS200/IS605	Halophilic archaeon	1384
ISHarch10	IS200/IS605	Halophilic archaeon	1430
ISHarch11	IS200/IS605	Halophilic archaeon	1594
ISHarch15	IS200/IS605	Halophilic archaeon	1988
ISHarch16	IS200/IS605	Halophilic archaeon	1419
ISHarch17	IS200/IS605	Halophilic archaeon	1585
ISHarch18	IS200/IS605	Halophilic archaeon	1608
ISHarch19	IS200/IS605	Halophilic archaeon	1624
ISHarch2	IS200/IS605	Halophilic archaeon	1604
ISHarch20	IS200/IS605	Halophilic archaeon	1533
ISHarch3	IS200/IS605	Halophilic archaeon	1819
ISHarch8	IS200/IS605	Halophilic archaeon	1435
ISHarch9	IS200/IS605	Halophilic archaeon	1429
ISHaru1	IS200/IS605	Halobellus rufus	1488
ISHaru2	IS200/IS605	Halobellus rufus	1536
ISHaru3	IS200/IS605	Halobellus rufus	1478
ISHas1	IS200/IS605	Halonotius sp.	1955
ISHasa1	IS200/IS605	Halorubrum saccharovorum	1432
ISHasp1	IS200/IS605	Halobacterium sp.	1601
ISHasp2	IS200/IS605	Halobacterium sp.	1671
ISHbo10	IS200/IS605	Halogeometricum borinquense	1543
ISHbo2	IS200/IS605	Halogeometricum borinquense	1671
ISHbo3	IS200/IS605	Halogeometricum borinquense	1471
ISHbo4	IS200/IS605	Halogeometricum borinquense	1835
ISHbo5	IS200/IS605	Halogeometricum borinquense	2038
ISHbo6	IS200/IS605	Halogeometricum borinquense	1456
ISHbo7	IS200/IS605	Halogeometricum borinquense	1432
ISHbo8	IS200/IS605	Halogeometricum borinquense	1655
ISHbo9	IS200/IS605	Halogeometricum borinquense	1344
ISHca1	IS200/IS605	Halorubrum californiensis	1549
ISHel1	IS200/IS605	Haloferax elongans	1563
ISHel2	IS200/IS605	Haloferax elongans	1975
ISHez1	IS200/IS605	Halorubrum ezzemoulense	1579
ISHez2	IS200/IS605	Halorubrum ezzemoulense	1621
ISHez3	IS200/IS605	Halorubrum ezzemoulense	1955
ISHgi1	IS200/IS605	Haloferax gibbonsii	1870
ISHgi10	IS200/IS605	Haloferax gibbonsii	1485
ISHgi11	IS200/IS605	Haloferax gibbonsii	1425
ISHgi12	IS200/IS605	Haloferax gibbonsii	1417
ISHgi13	IS200/IS605	Haloferax gibbonsii	1440
ISHgi14	IS200/IS605	Haloferax gibbonsii	1395
ISHgi15	IS200/IS605	Haloferax gibbonsii	1866
ISHgi2	IS200/IS605	Haloferax gibbonsii	1474
ISHgi3	IS200/IS605	Haloferax gibbonsii	1427
ISHgi7	IS200/IS605	Haloferax gibbonsii	1886
ISHgi8	IS200/IS605	Haloferax gibbonsii	1673
ISHhu1	IS200/IS605	Halobacterium hubeiense	1835
ISHhu10	IS200/IS605	Halobacterium hubeiense	1386
ISHhu11	IS200/IS605	Halobacterium hubeiense	1622
ISHhu12	IS200/IS605	Halobacterium hubeiense	1364
ISHhu13	IS200/IS605	Halobacterium hubeiense	1374
ISHhu2	IS200/IS605	Halobacterium hubeiense	1846
ISHhu3	IS200/IS605	Halobacterium hubeiense	1686
ISHhu4	IS200/IS605	Halobacterium hubeiense	1401
ISHhu5	IS200/IS605	Halobacterium hubeiense	1400
ISHhu6	IS200/IS605	Halobacterium hubeiense	1564
ISHhu7	IS200/IS605	Halobacterium hubeiense	1477
ISHhu8	IS200/IS605	Halobacterium hubeiense	1420
ISHhu9	IS200/IS605	Halobacterium hubeiense	1441
ISHje2	IS200/IS605	Halalkalicoccus jeotgali	1837
ISHko1	IS200/IS605	Halorubrum kocurii	1389
ISHko2	IS200/IS605	Halorubrum kocurii	1393
ISHko3	IS200/IS605	Halorubrum kocurii	1862
ISHko4	IS200/IS605	Halorubrum kocurii	1517
ISHla14	IS200/IS605	Halorubrum lacusprofundi	1545
ISHla15	IS200/IS605	Halorubrum lacusprofundi	1835
ISHla16	IS200/IS605	Halorubrum lacusprofundi	1836
ISHla17	IS200/IS605	Halorubrum lacusprofundi	1885
ISHla18	IS200/IS605	Halorubrum lacusprofundi	1495
ISHla19	IS200/IS605	Halorubrum lacusprofundi	1851
ISHla20	IS200/IS605	Halorubrum lacusprofundi	1529
ISHla21	IS200/IS605	Halorubrum lacusprofundi	1835
ISHla22	IS200/IS605	Halorubrum lacusprofundi	1515
ISHli11	IS200/IS605	Halohasta litchfieldiae	1832
ISHli12	IS200/IS605	Halohasta litchfieldiae	1388
ISHli13	IS200/IS605	Halohasta litchfieldiae	1586
ISHli14	IS200/IS605	Halohasta litchfieldiae	1650
ISHli3	IS200/IS605	Halohasta litchfieldiae	1522
ISHli4	IS200/IS605	Halohasta litchfieldiae	1425
ISHlsp1	IS200/IS605	Halopiger sp.	1852
ISHma12	IS200/IS605	Haloarcula marismortui	1835
ISHma14	IS200/IS605	Haloarcula marismortui	1705
ISHma15	IS200/IS605	Haloarcula marismortui	1702
ISHma16	IS200/IS605	Haloarcula marismortui	1526
ISHma17	IS200/IS605	Haloarcula marismortui	2009
ISHma7	IS200/IS605	Haloarcula marismortui	2008
ISHme3	IS200/IS605	Haloferax mediterranei	1530
ISHmu3	IS200/IS605	Halomicrobium mukohataei	2029
ISHmu4	IS200/IS605	Halomicrobium mukohataei	1616
ISHmu5	IS200/IS605	Halomicrobium mukohataei	1847
ISHmu6	IS200/IS605	Halomicrobium mukohataei	1889
ISHmu7	IS200/IS605	Halomicrobium mukohataei	1455
ISHmu8	IS200/IS605	Halomicrobium mukohataei	1508
ISHna1	IS200/IS605	Haloplanus natans	1456
ISHp608	IS200/IS605	Helicobacter pylori	1833
ISHpr1	IS200/IS605	Haloferax prahovense	1561
ISHru1	IS200/IS605	Halovivax ruber	1527
ISHru2	IS200/IS605	Halovivax ruber	1942
ISHsal12	IS200/IS605	Halobacterium salinarum	1414
ISHsal13	IS200/IS605	Halobacterium salinarum	1701
ISHsal14	IS200/IS605	Halobacterium salinarum	1502
ISHsal5	IS200/IS605	Halobacterium salinarum	1687
ISHsi2	IS200/IS605	Haloarcula sinaiiensis	1833
ISHsr1	IS200/IS605	Halogranum salarium	1452
ISHti1	IS200/IS605	Halorhabdus tiamatea	2131
ISHti10	IS200/IS605	Halorhabdus tiamatea	1387
ISHti11	IS200/IS605	Halorhabdus tiamatea	1521
ISHti2	IS200/IS605	Halorhabdus tiamatea	1616
ISHti3	IS200/IS605	Halorhabdus tiamatea	1400
ISHti9	IS200/IS605	Halorhabdus tiamatea	1587
ISHtu3	IS200/IS605	Haloterrigena turkmenica	1471
ISHtu4	IS200/IS605	Haloterrigena turkmenica	1479
ISHtu5	IS200/IS605	Haloterrigena turkmenica	1435
ISHtu6	IS200/IS605	Haloterrigena turkmenica	1516
ISHut2	IS200/IS605	Halorhabdus utahensis	1666
ISHut3	IS200/IS605	Halorhabdus utahensis	1448
ISHvo17	IS200/IS605	Haloferax volcanii	1508
ISHvo18	IS200/IS605	Haloferax volcanii	1892
ISHvo19	IS200/IS605	Haloferax volcanii	1435
ISHvo23	IS200/IS605	Haloferax volcanii	1493
ISHvo24	IS200/IS605	Haloferax volcanii	1462
ISHwa17	IS200/IS605	Haloquadratum walsbyi	2033
ISHwa18	IS200/IS605	Haloquadratum walsbyi	1449
ISHwa19	IS200/IS605	Haloquadratum walsbyi	1482
ISHwa21	IS200/IS605	Haloquadratum walsbyi	1590
ISHwa22	IS200/IS605	Haloquadratum walsbyi	1541
ISHwa23	IS200/IS605	Haloquadratum walsbyi	1496
ISHwa24	IS200/IS605	Haloquadratum walsbyi	1500
ISHwa25	IS200/IS605	Haloquadratum walsbyi	1350
ISHwa26	IS200/IS605	Haloquadratum walsbyi	1570
ISHwa27	IS200/IS605	Haloquadratum walsbyi	1488
ISHwa28	IS200/IS605	Haloquadratum walsbyi	1482
ISHwa29	IS200/IS605	Haloquadratum walsbyi	1670
ISHwa31	IS200/IS605	Haloquadratum walsbyi	1535
ISHwa32	IS200/IS605	Haloquadratum walsbyi	1473
ISHwa33	IS200/IS605	Haloquadratum walsbyi	1396
ISHwa34	IS200/IS605	Haloquadratum walsbyi	1470
ISHxa1	IS200/IS605	Halopiger xanaduensis	1457
ISIde2	IS21	Ideonella dechloratans	2529
ISJsp3	IS21	Janthinobacterium sp	2615
ISKol1	IS21	Kosmotoga olearia	2383
ISKol10	IS21	Kosmotoga olearia	2060
ISKol2	IS256	Kosmotoga olearia	1332
ISKol3	IS21	Kosmotoga olearia	2374
ISKol5	IS256	Kosmotoga olearia	1268
ISKpn41	IS200/IS605	Klebsiella pneumoniae	1426
ISKpn47	IS256	Klebsiella pneumoniae	1317
ISKpn64	IS21	Klebsiella pneumoniae	2396
ISKpn7	IS21	Klebsiella pneumoniae	1956
ISLbp2	IS256	Leptospira borgpetersenii	1530
ISLdl2	IS256	Lactobacillus delbrueckii	1367
ISLgar5	IS256	Lactococus garvieae	1336
ISLhe65	IS200/IS605	Lactobacillus helveticus	1421
ISLil1	IS256	Leptonema illini	1378
ISLisp1	IS21	Limnohabitans sp.	2513
ISLjo5	IS200/IS605	Lactobacillus johnsonii	2101
ISLmo12	IS256	Listeria monocytogenes	1373
ISLmo7	IS21	Listeria monocytogenes	2164
ISLpn12	IS21	Legionella pneumophila	1996
ISLxc1	IS21	Leifsonia xyli	2630
ISLxx1	IS21	Leifsonia xyli	2205
ISLxx3	IS21	Leifsonia xyli	2637
ISMac3	IS21	Methanosarcina acetivorans	2199
ISMac7	IS200/IS605	Methanosarcina acetivorans	1706
ISMac9	IS21	Methanosarcina acetivorans	2199
ISMaca1	IS21	Macrococcus canis	2665
ISMae11	IS200/IS605	Microcystis aeruginosa	1467
ISMae13	IS200/IS605	Microcystis aeruginosa	1427
ISMae14	IS200/IS605	Microcystis aeruginosa	1366
ISMae15	IS200/IS605	Microcystis aeruginosa	1635
ISMae16	IS200/IS605	Microcystis aeruginosa	1409
ISMae41	IS200/IS605	Microcystis aeruginosa	1321
ISMama1	IS256	Magnetococcus marinus	1425
ISMaq7	IS256	Marinobacter aquaeolei	1379
ISMav1	IS21	Mycobacterium avium	2536
ISMba16	IS200/IS605	Methanosarcina barkeri	722
ISMba17	IS200/IS605	Methanosarcina barkeri	1705
ISMba18	IS200/IS605	Methanosarcina barkeri	622
ISMba9	IS256	Methanosarcina barkeri	1268
ISMbo1	IS21	Mycobacterium bovis	2212
ISMbu6	IS256	Methanococcoides burtonii	1252
ISMca5	IS256	Methylococcus capsulatus	1390
ISMco2	IS200/IS605	Methanosaeta concilii	589
ISMco4	IS256	Methanosaeta concilii	1334
ISMco5	IS256	Methanosaeta concilii	1377
ISMdi13	IS256	Methylobacterium dichloromethanicum	1416
ISMdi15	IS200/IS605	Methylobacterium extorquens	1344
ISMdi27	IS21	Methylobacterium dichloromethanicum	2476
ISMdi7	IS21	Methylobacterium dichloromethanicum	2568
ISMex13	IS21	Methylobacterium extorquens	2359
ISMex14	IS256	Methylobacterium extorquens	1381
ISMex20	IS200/IS605	Methylobacterium extorquens	407
ISMex23	IS200/IS605	Methylobacterium extorquens	1390
ISMex27	IS21	Methylobacterium extorquens	2493
ISMex3	IS256	Methylobacterium extorquens	1399
ISMex34	IS200/IS605	Methylobacterium extorquens	658
ISMex39	IS21	Methylobacterium extorquens	2456
ISMex43	IS200/IS605	Methylobacterium extorquens	1250
ISMex44	IS200/IS605	Methylobacterium extorquens	1270
ISMex45	IS200/IS605	Methylobacterium extorquens	1270
ISMex8	IS21	Methylobacterium extorquens	2597
ISMgi5	IS256	Mycobacterium gilvum	1470
ISMlu1	IS256	Micrococcus luteus	1413
ISMlu11	IS256	Micrococcus luteus	1434
ISMlu14	IS21	Micrococcus luteus	2646
ISMlu2	IS256	Micrococcus luteus	1422
ISMlu3	IS256	Micrococcus luteus	1440
ISMma16	IS256	Methanosarcina mazei	1268
ISMma19	IS200/IS605	Methanosarcina mazei	1708
ISMma21	IS200/IS605	Methanosarcina mazei	720
ISMma22	IS200/IS605	Methanosarcina mazei	1658
ISMmu1	IS200/IS605	Mitsuokella multacida	2023
ISMra3	IS256	Methylobacterium radiotolerans	1398
ISMrh1	IS256	Mycobacterium rhodesiae	1472
ISMsi1	IS21	Methylocella silvestris	2307
ISMt2	IS21	Mycobacterium tuberculosis	2645
ISMt3	IS21	Mycobacterium tuberculosis	2213
ISMtsp13	IS256	Methylobacterium sp.	1428
ISMtsp8	IS21	Methylobacterium sp.	2371
ISMtu1	IS256	Mycobacterium tusciae	1474
ISMva4	IS256	Mycobacterium vanbaalenii	1459
ISMye1	IS256	Metallosphaera yellowstonensis	1198
ISMyma9	IS21	Mycobacterium marinum	2162
ISMyo1	IS256	Mycobacterium yongonense	1472
ISMyo2	IS21	Mycobacterium yongonense	2630
ISMysp7	IS256	Mycobacterium sp.	1397
ISNagr11	IS200/IS605	Natronobacterium gregoryi	1732
ISNamo17	IS200/IS605	Natronomonas moolapensis	1836
ISNamo18	IS200/IS605	Natronomonas moolapensis	1885
ISNamo19	IS200/IS605	Natronomonas moolapensis	1901
ISNamo20	IS200/IS605	Natronomonas moolapensis	1536
ISNamo21	IS200/IS605	Natronomonas moolapensis	1736
ISNamo22	IS200/IS605	Natronomonas moolapensis	1706
ISNamo23	IS200/IS605	Natronomonas moolapensis	1557
ISNamo24	IS200/IS605	Natronomonas moolapensis	1424
ISNamo25	IS200/IS605	Natronomonas moolapensis	1529
ISNamo26	IS200/IS605	Natronomonas moolapensis	1689
ISNaoc1	IS200/IS605	Natronococcus occultus	1465
ISNaoc2	IS200/IS605	Natronococcus occultus	1458
ISNaoc3	IS200/IS605	Natronococcus occultus	1633
ISNaoc4	IS200/IS605	Natronococcus occultus	1568
ISNaoc5	IS200/IS605	Natronococcus occultus	1487
ISNaoc6	IS200/IS605	Natronococcus occultus	1474
ISNaoc7	IS200/IS605	Natronococcus occultus	1388
ISNaoc8	IS200/IS605	Natronococcus occultus	1584
ISNarch1	IS200/IS605	Natrialbaceae archaeon	1675
ISNch1	IS200/IS605	Natrialba chahannaoensis	1636
ISNGR8	IS256	Rhizobium sp	1298
ISNha10	IS256	Nitrobacter hamburgensis	1428
ISNha9	IS256	Nitrobacter hamburgensis	1322
ISNhu1	IS200/IS605	Natrialba hulunbeirensis	1902
ISNhu2	IS200/IS605	Natrialba hulunbeirensis	1433
ISNhu3	IS200/IS605	Natrialba hulunbeirensis	1473
ISNhu4	IS200/IS605	Natrialba hulunbeirensis	1474
ISNin1	IS200/IS605	Natronolimnobius innermongolicus	1902
ISNisp4	IS256	Nitrobacter sp.	1417
ISNje1	IS200/IS605	Natronococcus jeotgali	1597
ISNma11	IS200/IS605	Natrialba magadii	1483
ISNma12	IS200/IS605	Natrialba magadii	1923
ISNma13	IS200/IS605	Natrialba magadii	1475
ISNma14	IS200/IS605	Natrialba magadii	1400
ISNma15	IS200/IS605	Natrialba magadii	1475
ISNma16	IS200/IS605	Natrialba magadii	1384
ISNma17	IS200/IS605	Natrialba magadii	1585
ISNma18	IS200/IS605	Natrialba magadii	1531
ISNma19	IS200/IS605	Natrialba magadii	1576
ISNma21	IS200/IS605	Natrialba magadii	1548
ISNma22	IS200/IS605	Natrialba magadii	1417
ISNma23	IS200/IS605	Natrialba magadii	1524
ISNma24	IS200/IS605	Natrialba magadii	1544
ISNma25	IS200/IS605	Natrialba magadii	1648
ISNma26	IS200/IS605	Natrialba magadii	1414
ISNml4	IS256	Nakamurella multipartita	1462
ISNpe10	IS200/IS605	Natrinema pellirubrum	1835
ISNpe11	IS200/IS605	Natrinema pellirubrum	1613
ISNpe12	IS200/IS605	Natrinema pellirubrum	1399
ISNpe20	IS200/IS605	Natrinema pellirubrum	1529
ISNpe26	IS200/IS605	Natrinema pellirubrum	1468
ISNpe27	IS200/IS605	Natrinema pellirubrum	1420
ISNpe29	IS200/IS605	Natrinema pellirubrum	1597
ISNpe30	IS200/IS605	Natrinema pellirubrum	1528
ISNpe31	IS200/IS605	Natrinema pellirubrum	1667
ISNph10	IS200/IS605	Natronomonas pharaonis	1359
ISNph11	IS200/IS605	Natronomonas pharaonis	1359
ISNph12	IS200/IS605	Natronomonas pharaonis	1424
ISNph13	IS200/IS605	Natronomonas pharaonis	1429
ISNph14	IS200/IS605	Natronomonas pharaonis	1428
ISNph15	IS200/IS605	Natronomonas pharaonis	1476
ISNph16	IS200/IS605	Natronomonas pharaonis	1516
ISNph17	IS200/IS605	Natronomonas pharaonis	1587
